,market,airlineaa,airlinedl,airlineua,airlineal,airlinelcc,airlinewn,airport1,population1,tourism1,airport2,population2,tourism2,distance,passengers
1126,DABDAL,0,0,0,0,0,0,DAB,64112,1,DAL,1188580,0,1087,31
1127,DABDAY,0,1,0,0,0,0,DAB,64112,1,DAY,166179,0,760,675
1128,DABDCA,0,1,0,0,0,0,DAB,64112,1,DCA,572059,0,705,933
1129,DABDEN,0,1,0,0,0,0,DAB,64112,1,DEN,554636,0,1565,509
1130,DABDFW,0,1,0,0,0,0,DAB,64112,1,DFW,534694,0,1038,607
1131,DABGSO,0,1,0,0,0,0,DAB,64112,1,GSO,223891,0,588,500
1132,DABIAD,0,1,0,0,0,0,DAB,64112,1,IAD,572059,0,703,666
1133,DABIND,0,1,0,0,0,0,DAB,64112,1,IND,781870,0,798,662
1134,DABLAX,0,1,0,0,0,0,DAB,64112,1,LAX,3694820,1,2239,802
1135,DABLEX,0,1,0,0,0,0,DAB,64112,1,LEX,260512,0,669,421
1136,DABLGA,0,1,0,0,0,0,DAB,64112,1,LGA,8008278,0,931,1467
1137,DABMCI,0,1,0,0,0,0,DAB,64112,1,MCI,441545,0,1045,466
1138,DABMKE,0,1,0,0,0,0,DAB,64112,1,MKE,596974,0,1023,439
1139,DABMSY,0,1,0,0,0,0,DAB,64112,1,MSY,484674,0,791,332
1140,DABORD,0,1,0,0,0,0,DAB,64112,1,ORD,2896016,0,972,1268
1141,DABPVD,0,1,0,0,0,0,DAB,64112,1,PVD,173618,0,1044,661
1142,DABRDU,0,1,0,0,0,0,DAB,64112,1,RDU,463128,0,722,455
1143,DABRIC,0,1,0,0,0,0,DAB,64112,1,RIC,197790,0,847,301
1144,DABROC,0,0,0,0,0,0,DAB,64112,1,ROC,219773,0,1089,283
1145,DABSDF,0,1,0,0,0,0,DAB,64112,1,SDF,256231,0,676,830
1146,DABSEA,0,1,0,0,0,0,DAB,64112,1,SEA,563374,0,2548,526
1147,DABSFO,0,0,0,0,0,0,DAB,64112,1,SFO,776733,1,2499,381
1148,DABSTL,0,1,0,0,0,0,DAB,64112,1,STL,348189,0,849,404
1149,DABSYR,0,1,0,0,0,0,DAB,64112,1,SYR,147306,0,1078,712
1150,DABTYS,0,1,0,0,0,0,DAB,64112,1,TYS,173890,0,518,370
1151,DALDAY,0,0,0,0,0,0,DAL,1188580,0,DAY,166179,0,1153,95
1152,DALDCA,0,0,0,0,0,0,DAL,1188580,0,DCA,572059,0,1204,209
1153,DALDEN,0,0,0,0,0,0,DAL,1188580,0,DEN,554636,0,1078,140
1154,DALDSM,0,0,0,0,0,0,DAL,1188580,0,DSM,198682,0,624,10
1155,DALELP,0,0,0,0,0,1,DAL,1188580,0,ELP,563662,0,562,23258
1156,DALFAT,0,0,0,0,0,0,DAL,1188580,0,FAT,427652,1,1455,33
1157,DALFLL,0,0,0,1,0,0,DAL,1188580,0,FLL,152397,1,1108,951
1158,DALFNT,0,0,0,0,0,0,DAL,1188580,0,FNT,124943,0,998,NA
1159,DALFWA,0,0,0,0,0,0,DAL,1188580,0,FWA,205727,0,955,29
1160,DALGEG,0,0,0,0,0,0,DAL,1188580,0,GEG,195629,0,1615,66
1161,DALGRR,0,0,0,0,0,0,DAL,1188580,0,GRR,197800,0,935,26
1162,DALGSO,0,0,0,0,0,0,DAL,1188580,0,GSO,223891,0,1011,149
1163,DALGSP,0,0,0,0,0,0,DAL,1188580,0,GSP,56720,0,874,31
1164,DALHOU,0,0,0,0,0,1,DAL,1188580,0,HOU,1953631,0,239,113904
1165,DALIAD,0,0,0,0,0,0,DAL,1188580,0,IAD,572059,0,1254,195
1166,DALIND,0,0,0,0,0,0,DAL,1188580,0,IND,781870,0,771,607
1167,DALISP,0,0,0,0,0,0,DAL,1188580,0,ISP,17932,0,1473,238
1168,DALJAN,0,0,0,0,0,1,DAL,1188580,0,JAN,184256,0,397,1115
1169,DALJAX,0,0,0,0,0,0,DAL,1188580,0,JAX,735617,1,950,334
1170,DALJFK,0,0,0,0,0,0,DAL,1188580,0,JFK,8008278,0,1392,25
1171,DALLAN,0,0,0,0,0,0,DAL,1188580,0,LAN,119128,0,1185,6
1172,DALLAX,1,0,0,0,0,1,DAL,1188580,0,LAX,3694820,1,1246,7110
1173,DALLEX,0,0,0,0,0,0,DAL,1188580,0,LEX,260512,0,1024,58
1174,DALLGA,1,0,0,1,0,0,DAL,1188580,0,LGA,8008278,0,1381,4446
1175,DALLIT,0,0,0,0,0,1,DAL,1188580,0,LIT,183133,0,296,21053
1176,DALMBS,0,0,0,0,0,0,DAL,1188580,0,MBS,61799,0,1208,9
1177,DALMCI,0,0,0,0,0,1,DAL,1188580,0,MCI,441545,0,460,1225
1178,DALMCO,0,0,0,1,0,1,DAL,1188580,0,MCO,185951,1,972,1689
1179,DALMDT,0,0,0,0,0,0,DAL,1188580,0,MDT,48880,0,1340,24
1180,DALMDW,0,0,0,0,0,1,DAL,1188580,0,MDW,2896016,0,793,940
1181,DALMIA,0,0,0,0,0,0,DAL,1188580,0,MIA,362470,1,1181,371
1182,DALMKE,0,0,0,0,0,0,DAL,1188580,0,MKE,596974,0,865,46
1183,DALMLB,0,0,0,0,0,0,DAL,1188580,0,MLB,71382,1,1164,29
1184,DALMOB,0,0,0,0,0,0,DAL,1188580,0,MOB,198915,0,644,74
1185,DALMSY,0,0,0,1,0,1,DAL,1188580,0,MSY,484674,0,437,34665
1186,DALOAK,0,0,0,0,0,1,DAL,1188580,0,OAK,399484,1,1468,963
1187,DALOKC,0,0,0,0,0,1,DAL,1188580,0,OKC,506132,0,181,14111
1188,DALOMA,0,0,0,0,0,0,DAL,1188580,0,OMA,390007,0,791,143
1189,DALORD,1,1,0,0,0,0,DAL,1188580,0,ORD,2896016,0,798,3961
1190,DALORF,0,0,0,0,0,0,DAL,1188580,0,ORF,234403,0,1237,128
1191,DALPBI,0,0,0,0,0,0,DAL,1188580,0,PBI,82103,1,1091,167
1192,DALPDX,0,0,0,0,0,0,DAL,1188580,0,PDX,529121,0,1691,260
1193,DALPHF,0,0,0,0,0,0,DAL,1188580,0,PHF,180150,0,1190,NA
1194,DALPNS,0,0,0,0,0,0,DAL,1188580,0,PNS,56255,1,706,152
1195,DALPVD,0,0,0,0,0,0,DAL,1188580,0,PVD,173618,0,1524,385
1196,DALRDU,0,0,0,0,0,0,DAL,1188580,0,RDU,463128,0,1077,532
1197,DALRIC,0,0,0,0,0,0,DAL,1188580,0,RIC,197790,0,1202,82
1198,DALROC,0,0,0,0,0,0,DAL,1188580,0,ROC,219773,0,1260,89
1199,DALRSW,0,0,0,0,0,0,DAL,1188580,0,RSW,51970,1,1078,207
1200,DALSAN,0,0,0,0,0,1,DAL,1188580,0,SAN,1223400,1,1182,1858
1201,DALSAT,0,0,0,0,0,1,DAL,1188580,0,SAT,1144646,0,248,59368
1202,DALSBA,0,0,0,0,0,0,DAL,1188580,0,SBA,92325,1,1335,168
1203,DALSDF,0,0,0,0,0,0,DAL,1188580,0,SDF,256231,0,846,475
1204,DALSEA,0,0,0,0,0,0,DAL,1188580,0,SEA,563374,0,1670,708
1205,DALSFO,0,0,0,0,0,0,DAL,1188580,0,SFO,776733,1,1476,200
1206,DALSJC,0,0,0,0,0,1,DAL,1188580,0,SJC,894943,1,1450,519
1207,DALSLC,0,0,0,0,0,0,DAL,1188580,0,SLC,181743,0,999,625
1208,DALSMF,0,0,0,0,0,1,DAL,1188580,0,SMF,407018,1,1442,514
1209,DALSNA,0,0,0,0,0,0,DAL,1188580,0,SNA,337977,1,1564,170
1210,DALSRQ,0,0,0,0,0,0,DAL,1188580,0,SRQ,52715,1,1166,56
1211,DALSTL,0,0,0,0,0,1,DAL,1188580,0,STL,348189,0,546,3578
1212,DALSYR,0,0,0,0,0,0,DAL,1188580,0,SYR,147306,0,1332,60
1213,DALTOL,0,0,0,0,0,0,DAL,1188580,0,TOL,313619,0,1012,54
1214,DALTPA,0,0,0,0,0,1,DAL,1188580,0,TPA,303447,1,917,1568
1215,DALTRI,0,0,0,0,0,0,DAL,1188580,0,TRI,115531,0,948,40
1216,DALTUL,0,0,0,0,0,1,DAL,1188580,0,TUL,393049,0,237,24586
1217,DALTUS,0,0,0,0,0,0,DAL,1188580,0,TUS,486699,0,901,331
1218,DALTYS,0,0,0,0,0,0,DAL,1188580,0,TYS,173890,0,873,54
1219,DAYDCA,0,0,0,1,0,0,DAY,166179,0,DCA,572059,0,391,5337
1220,DAYDEN,1,0,1,1,0,0,DAY,166179,0,DEN,554636,0,1084,3708
1221,DAYDFW,1,1,1,0,1,0,DAY,166179,0,DFW,534694,0,861,8558
1222,DAYFLL,0,1,0,1,1,0,DAY,166179,0,FLL,152397,1,981,4023
1223,DAYHOU,0,1,0,0,1,0,DAY,166179,0,HOU,1953631,0,950,862
1224,DAYICT,1,0,0,0,0,0,DAY,166179,0,ICT,344284,0,730,490
1225,DAYJAX,0,1,0,1,1,0,DAY,166179,0,JAX,735617,1,678,2186
1226,DAYLAX,1,1,1,1,0,0,DAY,166179,0,LAX,3694820,1,1931,5033
1227,DAYLGA,0,0,0,1,0,0,DAY,166179,0,LGA,8008278,0,549,6383
1228,DAYMCI,1,0,1,0,0,0,DAY,166179,0,MCI,441545,0,575,1526
1229,DAYMCO,0,1,0,1,1,0,DAY,166179,0,MCO,185951,1,808,7897
1230,DAYMEM,0,1,0,1,0,0,DAY,166179,0,MEM,650100,0,467,1567
1231,DAYMIA,1,1,0,1,1,0,DAY,166179,0,MIA,362470,1,998,3715
1232,DAYMLB,0,1,0,0,0,0,DAY,166179,0,MLB,71382,1,853,401
1233,DAYMSY,1,1,0,1,1,0,DAY,166179,0,MSY,484674,0,764,2384
1234,DAYOKC,1,0,0,0,0,0,DAY,166179,0,OKC,506132,0,800,1083
1235,DAYORD,1,0,1,0,0,0,DAY,166179,0,ORD,2896016,0,240,6179
1236,DAYORF,0,1,0,1,0,0,DAY,166179,0,ORF,234403,0,482,1588
1237,DAYPBI,0,1,0,0,0,0,DAY,166179,0,PBI,82103,1,941,1259
1238,DAYPNS,0,1,0,0,0,0,DAY,166179,0,PNS,56255,1,704,861
1239,DAYPVD,0,0,0,1,0,0,DAY,166179,0,PVD,173618,0,682,808
1240,DAYRDU,0,0,0,1,1,0,DAY,166179,0,RDU,463128,0,407,2933
1241,DAYROC,0,0,0,1,0,0,DAY,166179,0,ROC,219773,0,406,549
1242,DAYRSW,1,1,0,1,1,0,DAY,166179,0,RSW,51970,1,943,4294
1243,DAYSAN,1,0,1,1,0,0,DAY,166179,0,SAN,1223400,1,1896,1531
1244,DAYSAT,1,0,0,0,0,0,DAY,166179,0,SAT,1144646,0,1088,1577
1245,DAYSEA,1,0,1,1,0,0,DAY,166179,0,SEA,563374,0,1959,2048
1246,DAYSFO,1,1,1,1,0,0,DAY,166179,0,SFO,776733,1,2074,2743
1247,DAYSJC,1,0,0,0,0,0,DAY,166179,0,SJC,894943,1,2054,759
1248,DAYSLC,1,0,0,0,0,0,DAY,166179,0,SLC,181743,0,1489,1257
1249,DAYSMF,0,0,0,0,0,0,DAY,166179,0,SMF,407018,1,2017,527
1250,DAYSNA,1,0,1,0,0,0,DAY,166179,0,SNA,337977,1,1908,1065
1251,DAYSRQ,0,1,0,1,0,0,DAY,166179,0,SRQ,52715,1,867,1696
1252,DAYSTL,1,0,0,0,0,0,DAY,166179,0,STL,348189,0,338,1677
1253,DAYTPA,1,1,0,1,1,0,DAY,166179,0,TPA,303447,1,828,6663
1254,DAYTUS,0,0,0,0,0,0,DAY,166179,0,TUS,486699,0,1612,360
1255,DCADEN,1,1,1,1,1,0,DCA,572059,0,DEN,554636,0,1476,16551
1256,DCADFW,1,1,1,1,1,0,DCA,572059,0,DFW,534694,0,1192,34663
1257,DCADSM,1,0,1,1,1,0,DCA,572059,0,DSM,198682,0,897,4422
1258,DCAELP,1,1,0,1,0,0,DCA,572059,0,ELP,563662,0,1719,2275
1259,DCAFAT,1,0,0,0,0,0,DCA,572059,0,FAT,427652,1,2344,536
1260,DCAFLL,0,1,0,1,1,0,DCA,572059,0,FLL,152397,1,899,25799
1261,DCAFNT,0,0,0,1,0,0,DCA,572059,0,FNT,124943,0,454,481
1262,DCAFWA,0,0,0,1,0,0,DCA,572059,0,FWA,205727,0,457,788
1263,DCAGEG,0,0,1,1,0,0,DCA,572059,0,GEG,195629,0,2106,647
1264,DCAGRR,0,0,1,1,0,0,DCA,572059,0,GRR,197800,0,524,3079
1265,DCAGSO,0,0,0,0,0,0,DCA,572059,0,GSO,223891,0,248,1951
1266,DCAGSP,0,1,0,0,0,0,DCA,572059,0,GSP,56720,0,396,2247
1267,DCAHOU,1,1,0,0,0,0,DCA,572059,0,HOU,1953631,0,1232,1158
1268,DCAICT,1,0,1,0,0,0,DCA,572059,0,ICT,344284,0,1110,1621
1269,DCAIND,0,0,1,1,0,0,DCA,572059,0,IND,781870,0,499,8305
1270,DCAJAN,0,1,0,1,0,0,DCA,572059,0,JAN,184256,0,888,2639
1271,DCAJAX,0,1,0,1,0,0,DCA,572059,0,JAX,735617,1,634,6949
1272,DCAJFK,1,1,0,0,0,0,DCA,572059,0,JFK,8008278,0,213,3356
1273,DCALAN,0,0,0,1,0,0,DCA,572059,0,LAN,119128,0,479,1929
1274,DCALAX,1,1,1,1,1,0,DCA,572059,0,LAX,3694820,1,2311,20518
1275,DCALEX,0,1,0,0,0,0,DCA,572059,0,LEX,260512,0,481,1590
1276,DCALGA,0,1,0,1,0,0,DCA,572059,0,LGA,8008278,0,214,118716
1277,DCALIT,1,1,0,1,0,0,DCA,572059,0,LIT,183133,0,889,3099
1278,DCAMBS,0,0,0,1,0,0,DCA,572059,0,MBS,61799,0,493,1028
1279,DCAMCI,1,1,1,1,1,0,DCA,572059,0,MCI,441545,0,950,13681
1280,DCAMCO,1,1,0,1,1,0,DCA,572059,0,MCO,185951,1,759,15079
1281,DCAMDW,0,0,0,0,1,0,DCA,572059,0,MDW,2896016,0,601,10681
1282,DCAMEM,0,1,0,1,0,0,DCA,572059,0,MEM,650100,0,762,10677
1283,DCAMFE,0,0,0,1,0,0,DCA,572059,0,MFE,106414,0,1524,502
1284,DCAMIA,1,1,1,1,1,0,DCA,572059,0,MIA,362470,1,919,20297
1285,DCAMKE,0,0,1,1,1,0,DCA,572059,0,MKE,596974,0,634,11210
1286,DCAMLB,0,1,0,0,1,0,DCA,572059,0,MLB,71382,1,769,3972
1287,DCAMOB,0,1,0,0,0,0,DCA,572059,0,MOB,198915,0,849,1984
1288,DCAMSY,1,1,0,1,0,0,DCA,572059,0,MSY,484674,0,969,12405
1289,DCAOAK,1,1,1,1,0,0,DCA,572059,0,OAK,399484,1,2433,2061
1290,DCAOKC,1,1,0,1,0,0,DCA,572059,0,OKC,506132,0,1158,4119
1291,DCAOMA,1,0,1,1,1,0,DCA,572059,0,OMA,390007,0,1012,7224
1292,DCAORD,1,1,1,1,0,0,DCA,572059,0,ORD,2896016,0,612,50793
1293,DCAPBI,0,1,0,1,0,0,DCA,572059,0,PBI,82103,1,857,12961
1294,DCAPDX,1,1,1,1,1,0,DCA,572059,0,PDX,529121,0,2350,4860
1295,DCAPNS,0,1,0,1,0,0,DCA,572059,0,PNS,56255,1,816,3151
1296,DCAPVD,0,0,0,1,0,0,DCA,572059,0,PVD,173618,0,357,9164
1297,DCARDU,0,0,0,1,1,0,DCA,572059,0,RDU,463128,0,227,10521
1298,DCAROC,0,0,0,1,0,0,DCA,572059,0,ROC,219773,0,296,3651
1299,DCARSW,1,1,0,1,0,0,DCA,572059,0,RSW,51970,1,892,5352
1300,DCASAN,1,1,1,1,1,0,DCA,572059,0,SAN,1223400,1,2276,9969
1301,DCASAT,1,1,0,1,0,0,DCA,572059,0,SAT,1144646,0,1381,9499
1302,DCASDF,0,1,0,0,0,0,DCA,572059,0,SDF,256231,0,474,3335
1303,DCASEA,1,1,1,1,1,0,DCA,572059,0,SEA,563374,0,2329,10537
1304,DCASFO,1,1,1,1,1,0,DCA,572059,0,SFO,776733,1,2442,16607
1305,DCASHV,1,1,0,0,0,0,DCA,572059,0,SHV,200145,0,1047,1424
1306,DCASJC,1,0,1,1,0,0,DCA,572059,0,SJC,894943,1,2424,3777
1307,DCASLC,1,1,1,1,0,0,DCA,572059,0,SLC,181743,0,1851,5187
1308,DCASMF,1,0,1,1,0,0,DCA,572059,0,SMF,407018,1,2381,2834
1309,DCASNA,1,0,1,1,0,0,DCA,572059,0,SNA,337977,1,2288,4715
1310,DCASRQ,0,1,0,1,0,0,DCA,572059,0,SRQ,52715,1,854,1963
1311,DCASTL,1,0,1,1,0,0,DCA,572059,0,STL,348189,0,718,12346
1312,DCASYR,0,0,0,1,0,0,DCA,572059,0,SYR,147306,0,298,4006
1313,DCATOL,0,0,0,1,0,0,DCA,572059,0,TOL,313619,0,406,904
1314,DCATPA,1,1,0,1,1,0,DCA,572059,0,TPA,303447,1,814,15374
1315,DCATUL,1,1,0,0,0,0,DCA,572059,0,TUL,393049,0,1050,2003
1316,DCATUS,1,1,0,1,0,0,DCA,572059,0,TUS,486699,0,1955,3901
1317,DCATYS,0,1,0,0,0,0,DCA,572059,0,TYS,173890,0,436,2930
1318,DENDFW,1,1,1,1,1,0,DEN,554636,0,DFW,534694,0,641,65172
1319,DENDSM,0,0,1,0,0,0,DEN,554636,0,DSM,198682,0,589,4552
1320,DENELP,0,0,0,1,1,0,DEN,554636,0,ELP,563662,0,563,4132
1321,DENFAT,0,0,0,0,0,0,DEN,554636,0,FAT,427652,1,844,952
1322,DENFLL,1,1,1,1,1,0,DEN,554636,0,FLL,152397,1,1703,12128
1323,DENFNT,0,0,0,1,0,0,DEN,554636,0,FNT,124943,0,1171,524
1324,DENFWA,1,0,1,0,0,0,DEN,554636,0,FWA,205727,0,1045,1488
1325,DENGEG,0,1,1,1,0,0,DEN,554636,0,GEG,195629,0,836,5535
1326,DENGRR,1,0,1,1,0,0,DEN,554636,0,GRR,197800,0,1014,4868
1327,DENGSO,0,1,0,1,0,0,DEN,554636,0,GSO,223891,0,1399,2849
1328,DENGSP,0,1,0,1,0,0,DEN,554636,0,GSP,56720,0,1278,2475
1329,DENHOU,1,0,0,0,0,0,DEN,554636,0,HOU,1953631,0,885,1022
1330,DENIAD,1,0,1,1,0,0,DEN,554636,0,IAD,572059,0,1452,36007
1331,DENICT,0,0,1,0,0,0,DEN,554636,0,ICT,344284,0,419,2745
1332,DENIND,1,0,1,1,0,0,DEN,554636,0,IND,781870,0,977,14388
1333,DENISP,0,0,0,0,0,0,DEN,554636,0,ISP,17932,0,1659,241
1334,DENJAN,0,1,1,0,0,0,DEN,554636,0,JAN,184256,0,966,2108
1335,DENJAX,1,1,1,1,0,0,DEN,554636,0,JAX,735617,1,1447,6281
1336,DENJFK,1,1,0,0,1,0,DEN,554636,0,JFK,8008278,0,1626,6934
1337,DENLAN,0,0,0,1,0,0,DEN,554636,0,LAN,119128,0,1067,2107
1338,DENLAX,1,1,1,1,1,0,DEN,554636,0,LAX,3694820,1,862,72778
1339,DENLEX,0,1,1,0,0,0,DEN,554636,0,LEX,260512,0,1086,1297
1340,DENLGA,1,1,1,1,1,0,DEN,554636,0,LGA,8008278,0,1619,47741
1341,DENLIT,1,1,0,1,0,0,DEN,554636,0,LIT,183133,0,770,3781
1342,DENMBS,0,0,1,1,0,0,DEN,554636,0,MBS,61799,0,1110,1084
1343,DENMCI,1,0,1,0,1,0,DEN,554636,0,MCI,441545,0,533,35145
1344,DENMCO,1,1,1,1,1,0,DEN,554636,0,MCO,185951,1,1545,37105
1345,DENMDT,1,0,1,1,0,0,DEN,554636,0,MDT,48880,0,1475,3313
1346,DENMDW,0,0,0,1,1,0,DEN,554636,0,MDW,2896016,0,895,31045
1347,DENMEM,1,0,1,1,0,0,DEN,554636,0,MEM,650100,0,872,6638
1348,DENMFE,1,0,0,1,0,0,DEN,554636,0,MFE,106414,0,1013,707
1349,DENMIA,1,1,1,1,0,0,DEN,554636,0,MIA,362470,1,1709,17569
1350,DENMKE,1,0,1,1,1,0,DEN,554636,0,MKE,596974,0,895,12896
1351,DENMLB,0,1,0,0,0,0,DEN,554636,0,MLB,71382,1,1642,419
1352,DENMOB,0,1,0,0,0,0,DEN,554636,0,MOB,198915,0,1181,1276
1353,DENMSY,1,1,1,1,1,0,DEN,554636,0,MSY,484674,0,1062,14276
1354,DENOAK,1,0,1,1,0,0,DEN,554636,0,OAK,399484,1,957,13252
1355,DENOKC,1,0,1,0,0,0,DEN,554636,0,OKC,506132,0,495,6553
1356,DENOMA,0,0,1,0,1,0,DEN,554636,0,OMA,390007,0,472,13427
1357,DENORD,1,1,1,1,0,0,DEN,554636,0,ORD,2896016,0,888,64720
1358,DENORF,1,1,1,1,0,0,DEN,554636,0,ORF,234403,0,1552,4306
1359,DENPBI,1,1,1,1,0,0,DEN,554636,0,PBI,82103,1,1679,6727
1360,DENPDX,1,1,1,1,1,0,DEN,554636,0,PDX,529121,0,992,25885
1361,DENPNS,0,1,0,1,0,0,DEN,554636,0,PNS,56255,1,1227,1943
1362,DENPVD,1,1,1,1,0,0,DEN,554636,0,PVD,173618,0,1737,4641
1363,DENRDU,1,1,1,1,1,0,DEN,554636,0,RDU,463128,0,1436,11883
1364,DENRIC,1,1,1,1,0,0,DEN,554636,0,RIC,197790,0,1482,3988
1365,DENROC,1,0,1,1,1,0,DEN,554636,0,ROC,219773,0,1413,3892
1366,DENRSW,1,1,1,1,1,0,DEN,554636,0,RSW,51970,1,1606,5330
1367,DENSAN,1,1,1,1,1,0,DEN,554636,0,SAN,1223400,1,853,34921
1368,DENSAT,1,1,1,1,0,0,DEN,554636,0,SAT,1144646,0,794,10582
1369,DENSBA,0,0,1,0,0,0,DEN,554636,0,SBA,92325,1,916,3622
1370,DENSDF,1,1,1,1,0,0,DEN,554636,0,SDF,256231,0,1024,3959
1371,DENSEA,1,1,1,1,1,0,DEN,554636,0,SEA,563374,0,1024,44765
1372,DENSFO,1,1,1,1,1,0,DEN,554636,0,SFO,776733,1,967,59807
1373,DENSHV,1,1,0,0,0,0,DEN,554636,0,SHV,200145,0,831,1188
1374,DENSJC,1,1,1,1,0,0,DEN,554636,0,SJC,894943,1,948,25541
1375,DENSLC,0,1,1,0,1,0,DEN,554636,0,SLC,181743,0,391,32927
1376,DENSMF,0,1,1,1,0,0,DEN,554636,0,SMF,407018,1,910,14040
1377,DENSNA,1,1,1,1,0,0,DEN,554636,0,SNA,337977,1,846,21760
1378,DENSRQ,0,1,0,0,0,0,DEN,554636,0,SRQ,52715,1,1610,1313
1379,DENSTL,1,0,1,1,1,0,DEN,554636,0,STL,348189,0,770,21314
1380,DENSYR,1,1,1,1,1,0,DEN,554636,0,SYR,147306,0,1495,3954
1381,DENTOL,1,0,0,1,0,0,DEN,554636,0,TOL,313619,0,1102,1391
1382,DENTPA,1,1,1,1,0,0,DEN,554636,0,TPA,303447,1,1506,18804
1383,DENTUL,1,0,1,0,0,0,DEN,554636,0,TUL,393049,0,541,6408
1384,DENTUS,0,1,1,1,0,0,DEN,554636,0,TUS,486699,0,639,8569
1385,DENTYS,1,1,1,0,0,0,DEN,554636,0,TYS,173890,0,1175,3090
1386,DFWDSM,1,0,0,0,0,0,DFW,534694,0,DSM,198682,0,624,4884
1387,DFWELP,1,1,0,0,0,0,DFW,534694,0,ELP,563662,0,551,12582
1388,DFWFAT,1,0,0,0,0,0,DFW,534694,0,FAT,427652,1,1313,2219
1389,DFWFLL,1,1,0,1,1,0,DFW,534694,0,FLL,152397,1,1119,23052
1390,DFWFNT,0,0,0,1,1,0,DFW,534694,0,FNT,124943,0,1043,2032
1391,DFWFWA,1,0,0,0,0,0,DFW,534694,0,FWA,205727,0,859,2562
1392,DFWGEG,0,1,1,1,0,0,DFW,534694,0,GEG,195629,0,1477,2310
1393,DFWGRR,1,0,1,1,0,0,DFW,534694,0,GRR,197800,0,931,5046
1394,DFWGSO,1,1,0,1,1,0,DFW,534694,0,GSO,223891,0,999,8494
1395,DFWGSP,1,1,0,0,0,0,DFW,534694,0,GSP,56720,0,862,3946
1396,DFWHOU,1,1,0,0,0,0,DFW,534694,0,HOU,1953631,0,247,9887
1397,DFWIAD,1,1,1,1,1,0,DFW,534694,0,IAD,572059,0,1172,30380
1398,DFWICT,1,1,0,0,0,0,DFW,534694,0,ICT,344284,0,328,5484
1399,DFWIND,1,1,1,1,0,0,DFW,534694,0,IND,781870,0,762,14649
1400,DFWJAN,1,1,0,0,0,0,DFW,534694,0,JAN,184256,0,408,5084
1401,DFWJAX,1,1,0,0,1,0,DFW,534694,0,JAX,735617,1,919,13079
1402,DFWJFK,1,1,0,0,0,0,DFW,534694,0,JFK,8008278,0,1391,5014
1403,DFWLAN,0,0,0,1,0,0,DFW,534694,0,LAN,119128,0,981,1385
1404,DFWLAX,1,1,1,1,1,0,DFW,534694,0,LAX,3694820,1,1235,52598
1405,DFWLEX,0,1,0,0,0,0,DFW,534694,0,LEX,260512,0,795,2265
1406,DFWLGA,1,1,1,1,1,0,DFW,534694,0,LGA,8008278,0,1389,65633
1407,DFWLIT,1,1,0,0,0,0,DFW,534694,0,LIT,183133,0,304,9541
1408,DFWMBS,0,0,1,1,0,0,DFW,534694,0,MBS,61799,0,1015,1150
1409,DFWMCI,1,0,0,0,1,0,DFW,534694,0,MCI,441545,0,460,38562
1410,DFWMCO,1,1,1,1,1,0,DFW,534694,0,MCO,185951,1,984,43637
1411,DFWMDT,1,0,1,1,0,0,DFW,534694,0,MDT,48880,0,1241,2790
1412,DFWMDW,1,0,0,0,1,0,DFW,534694,0,MDW,2896016,0,797,34712
1413,DFWMEM,1,1,0,1,1,0,DFW,534694,0,MEM,650100,0,432,10860
1414,DFWMFE,1,0,0,1,0,0,DFW,534694,0,MFE,106414,0,468,5182
1415,DFWMIA,1,1,1,1,1,0,DFW,534694,0,MIA,362470,1,1121,20571
1416,DFWMKE,1,1,0,1,1,0,DFW,534694,0,MKE,596974,0,853,12872
1417,DFWMLB,0,1,0,0,0,0,DFW,534694,0,MLB,71382,1,1031,772
1418,DFWMOB,0,1,0,0,0,0,DFW,534694,0,MOB,198915,0,540,1973
1419,DFWMSY,1,1,0,1,0,0,DFW,534694,0,MSY,484674,0,448,14612
1420,DFWOAK,1,1,1,1,0,0,DFW,534694,0,OAK,399484,1,1456,12969
1421,DFWOKC,1,1,0,0,0,0,DFW,534694,0,OKC,506132,0,175,5842
1422,DFWOMA,1,0,1,1,0,0,DFW,534694,0,OMA,390007,0,583,7740
1423,DFWORD,1,1,1,1,0,0,DFW,534694,0,ORD,2896016,0,802,58506
1424,DFWORF,1,1,0,0,0,0,DFW,534694,0,ORF,234403,0,1213,7509
1425,DFWPBI,1,1,0,0,0,0,DFW,534694,0,PBI,82103,1,1103,7427
1426,DFWPDX,1,1,1,1,1,0,DFW,534694,0,PDX,529121,0,1616,15691
1427,DFWPHF,0,0,0,0,1,0,DFW,534694,0,PHF,180150,0,1218,1940
1428,DFWPNS,0,1,0,1,0,0,DFW,534694,0,PNS,56255,1,604,1870
1429,DFWPVD,1,1,1,1,0,0,DFW,534694,0,PVD,173618,0,1529,5677
1430,DFWRDU,1,1,0,1,1,0,DFW,534694,0,RDU,463128,0,1062,18616
1431,DFWRIC,1,1,0,1,0,0,DFW,534694,0,RIC,197790,0,1158,8571
1432,DFWROC,1,1,1,1,0,0,DFW,534694,0,ROC,219773,0,1266,3710
1433,DFWRSW,1,1,0,1,1,0,DFW,534694,0,RSW,51970,1,1017,5124
1434,DFWSAN,1,1,1,1,1,0,DFW,534694,0,SAN,1223400,1,1171,24629
1435,DFWSAT,1,1,0,1,0,0,DFW,534694,0,SAT,1144646,0,247,15418
