,market,airlineaa,airlinedl,airlineua,airlineal,airlinelcc,airlinewn,airport1,population1,tourism1,airport2,population2,tourism2,distance,passengers
495,BNAIAD,0,1,0,0,0,0,BNA,545524,0,IAD,572059,0,542,807
496,BNAICT,1,0,0,0,0,0,BNA,545524,0,ICT,344284,0,653,794
497,BNAISP,0,0,0,0,0,1,BNA,545524,0,ISP,17932,0,803,8504
498,BNAJAN,0,1,0,1,0,0,BNA,545524,0,JAN,184256,0,327,1850
499,BNAJAX,0,1,0,0,0,1,BNA,545524,0,JAX,735617,1,484,10516
500,BNAJFK,0,0,0,0,0,0,BNA,545524,0,JFK,8008278,0,766,339
501,BNALAN,0,0,0,1,0,0,BNA,545524,0,LAN,119128,0,472,635
502,BNALAX,1,1,1,1,0,1,BNA,545524,0,LAX,3694820,1,1797,19629
503,BNALGA,1,1,0,1,0,0,BNA,545524,0,LGA,8008278,0,764,11998
504,BNALIT,1,1,0,1,0,0,BNA,545524,0,LIT,183133,0,327,745
505,BNAMBS,0,0,0,1,0,0,BNA,545524,0,MBS,61799,0,529,619
506,BNAMCI,1,1,0,1,0,1,BNA,545524,0,MCI,441545,0,491,15973
507,BNAMCO,0,1,0,1,0,1,BNA,545524,0,MCO,185951,1,616,25165
508,BNAMDT,0,0,0,1,0,0,BNA,545524,0,MDT,48880,0,647,1243
509,BNAMDW,0,0,0,0,0,1,BNA,545524,0,MDW,2896016,0,395,26602
510,BNAMEM,0,0,0,1,0,0,BNA,545524,0,MEM,650100,0,200,1562
511,BNAMFE,0,0,0,1,0,0,BNA,545524,0,MFE,106414,0,973,560
512,BNAMIA,1,1,0,1,0,0,BNA,545524,0,MIA,362470,1,806,4331
513,BNAMKE,0,0,0,1,0,0,BNA,545524,0,MKE,596974,0,475,3245
514,BNAMLB,0,1,0,0,0,0,BNA,545524,0,MLB,71382,1,657,311
515,BNAMOB,0,1,0,0,0,0,BNA,545524,0,MOB,198915,0,385,660
516,BNAMSY,0,1,0,1,0,1,BNA,545524,0,MSY,484674,0,471,16876
517,BNAOAK,1,1,1,0,0,1,BNA,545524,0,OAK,399484,1,1959,6436
518,BNAOKC,1,1,0,1,0,1,BNA,545524,0,OKC,506132,0,615,3925
519,BNAOMA,1,0,0,1,0,1,BNA,545524,0,OMA,390007,0,613,2994
520,BNAORD,1,1,1,0,0,0,BNA,545524,0,ORD,2896016,0,409,14646
521,BNAORF,0,1,0,1,0,0,BNA,545524,0,ORF,234403,0,585,1695
522,BNAPBI,0,1,0,0,0,1,BNA,545524,0,PBI,82103,1,758,6595
523,BNAPDX,1,1,1,1,0,1,BNA,545524,0,PDX,529121,0,1972,5706
524,BNAPNS,0,1,0,0,0,0,BNA,545524,0,PNS,56255,1,486,819
525,BNAPVD,0,0,0,1,0,1,BNA,545524,0,PVD,173618,0,907,8091
526,BNARDU,0,1,0,1,0,1,BNA,545524,0,RDU,463128,0,443,18814
527,BNARIC,0,1,0,1,0,0,BNA,545524,0,RIC,197790,0,527,2560
528,BNAROC,0,0,0,0,0,0,BNA,545524,0,ROC,219773,0,680,945
529,BNARSW,0,1,0,1,0,0,BNA,545524,0,RSW,51970,1,722,2736
530,BNASAN,1,1,1,1,0,1,BNA,545524,0,SAN,1223400,1,1751,8847
531,BNASAT,1,1,0,1,0,1,BNA,545524,0,SAT,1144646,0,822,8054
532,BNASEA,1,1,1,1,0,1,BNA,545524,0,SEA,563374,0,1977,10158
533,BNASFO,1,1,1,0,0,0,BNA,545524,0,SFO,776733,1,1968,3700
534,BNASHV,1,0,0,0,0,0,BNA,545524,0,SHV,200145,0,485,1074
535,BNASJC,1,1,1,1,0,1,BNA,545524,0,SJC,894943,1,1946,4904
536,BNASLC,1,1,0,0,0,1,BNA,545524,0,SLC,181743,0,1403,5567
537,BNASMF,1,1,1,1,0,1,BNA,545524,0,SMF,407018,1,1917,5020
538,BNASNA,1,1,1,0,0,0,BNA,545524,0,SNA,337977,1,1772,2729
539,BNASRQ,0,1,0,0,0,0,BNA,545524,0,SRQ,52715,1,659,732
540,BNASTL,1,0,0,0,0,1,BNA,545524,0,STL,348189,0,271,2992
541,BNASYR,0,0,0,1,0,0,BNA,545524,0,SYR,147306,0,741,1152
542,BNATPA,0,1,0,1,0,1,BNA,545524,0,TPA,303447,1,612,19918
543,BNATUL,1,0,0,0,0,1,BNA,545524,0,TUL,393049,0,515,2284
544,BNATUS,1,1,0,0,0,1,BNA,545524,0,TUS,486699,0,1414,1902
545,BOIBOS,0,0,1,1,0,0,BOI,185787,0,BOS,589141,0,2266,1492
546,BOIBUR,0,0,1,0,0,1,BOI,185787,0,BUR,100316,1,656,1580
547,BOIBWI,0,0,1,1,0,1,BOI,185787,0,BWI,651154,0,2058,2986
548,BOICMH,0,0,1,1,0,0,BOI,185787,0,CMH,711470,0,1728,1057
549,BOIDAL,0,0,0,0,0,0,BOI,185787,0,DAL,1188580,0,1283,86
550,BOIDCA,0,0,1,1,0,0,BOI,185787,0,DCA,572059,0,2049,785
551,BOIDEN,0,1,1,0,0,0,BOI,185787,0,DEN,554636,0,649,6056
552,BOIDFW,0,1,1,1,0,0,BOI,185787,0,DFW,534694,0,1272,2572
553,BOIGEG,0,0,0,0,1,1,BOI,185787,0,GEG,195629,0,287,15557
554,BOIIAD,0,1,1,0,0,0,BOI,185787,0,IAD,572059,0,2026,1344
555,BOIIND,0,0,1,1,0,0,BOI,185787,0,IND,781870,0,1564,1171
556,BOILAX,0,1,1,0,1,1,BOI,185787,0,LAX,3694820,1,674,11400
557,BOILGA,0,0,1,0,0,0,BOI,185787,0,LGA,8008278,0,2162,846
558,BOIMCI,0,1,1,1,0,1,BOI,185787,0,MCI,441545,0,1182,2263
559,BOIMCO,0,1,1,1,0,0,BOI,185787,0,MCO,185951,1,2194,2241
560,BOIMDW,0,0,0,0,0,1,BOI,185787,0,MDW,2896016,0,1448,724
561,BOIMIA,0,0,1,0,0,0,BOI,185787,0,MIA,362470,1,2358,582
562,BOIMSY,0,0,1,0,0,0,BOI,185787,0,MSY,484674,0,1711,1127
563,BOIOAK,0,0,0,0,1,1,BOI,185787,0,OAK,399484,1,511,5292
564,BOIOKC,0,1,1,0,0,0,BOI,185787,0,OKC,506132,0,1144,774
565,BOIOMA,0,0,1,1,0,0,BOI,185787,0,OMA,390007,0,1121,1184
566,BOIORD,0,0,1,1,0,0,BOI,185787,0,ORD,2896016,0,1437,4175
567,BOIPDX,0,0,0,0,1,1,BOI,185787,0,PDX,529121,0,344,25629
568,BOISAN,0,1,1,0,1,1,BOI,185787,0,SAN,1223400,1,749,5074
569,BOISAT,0,1,1,0,0,0,BOI,185787,0,SAT,1144646,0,1377,1380
570,BOISEA,0,0,0,0,1,1,BOI,185787,0,SEA,563374,0,399,32348
571,BOISFO,0,0,1,0,0,0,BOI,185787,0,SFO,776733,1,522,6930
572,BOISJC,0,0,0,0,1,1,BOI,185787,0,SJC,894943,1,523,6169
573,BOISLC,0,1,0,0,0,1,BOI,185787,0,SLC,181743,0,291,12912
574,BOISMF,0,0,0,0,1,1,BOI,185787,0,SMF,407018,1,437,3129
575,BOISNA,0,1,1,0,1,1,BOI,185787,0,SNA,337977,1,688,2527
576,BOISTL,0,0,1,1,0,1,BOI,185787,0,STL,348189,0,1383,1589
577,BOITPA,0,0,1,1,0,0,BOI,185787,0,TPA,303447,1,2155,1175
578,BOITUS,0,0,0,1,0,0,BOI,185787,0,TUS,486699,0,840,1147
579,BOSBTR,0,1,0,1,0,0,BOS,589141,0,BTR,227818,0,1395,1454
580,BOSBUF,0,0,0,1,0,0,BOS,589141,0,BUF,292648,0,396,6579
581,BOSBUR,0,0,0,0,0,0,BOS,589141,0,BUR,100316,1,2604,503
582,BOSBWI,1,0,0,1,0,0,BOS,589141,0,BWI,651154,0,369,26603
583,BOSCAE,0,1,0,0,0,0,BOS,589141,0,CAE,116278,0,799,2417
584,BOSCAK,0,0,0,0,0,0,BOS,589141,0,CAK,217074,0,566,767
585,BOSCHA,0,1,0,1,0,0,BOS,589141,0,CHA,155554,0,969,1196
586,BOSCHS,0,1,0,1,1,0,BOS,589141,0,CHS,96650,0,818,4341
587,BOSCMH,1,1,0,1,1,0,BOS,589141,0,CMH,711470,0,640,10570
588,BOSCOS,1,1,1,0,0,0,BOS,589141,0,COS,360890,0,1778,3868
589,BOSCVG,0,1,0,1,0,0,BOS,589141,0,CVG,331285,0,752,13523
590,BOSDAB,0,1,0,1,0,0,BOS,589141,0,DAB,64112,1,1077,1552
591,BOSDAL,0,0,0,0,0,0,BOS,589141,0,DAL,1188580,0,1566,320
592,BOSDAY,0,0,1,1,0,0,BOS,589141,0,DAY,166179,0,711,5337
593,BOSDCA,1,1,0,1,0,0,BOS,589141,0,DCA,572059,0,399,72209
594,BOSDEN,1,1,1,1,1,0,BOS,589141,0,DEN,554636,0,1754,40220
595,BOSDFW,1,1,1,1,1,0,BOS,589141,0,DFW,534694,0,1562,41720
596,BOSDSM,1,0,1,1,0,0,BOS,589141,0,DSM,198682,0,1166,2820
597,BOSELP,1,1,0,1,0,0,BOS,589141,0,ELP,563662,0,2067,1767
598,BOSFAT,0,0,0,0,0,0,BOS,589141,0,FAT,427652,1,2598,869
599,BOSFLL,1,1,0,1,1,0,BOS,589141,0,FLL,152397,1,1237,54404
600,BOSFNT,0,0,0,1,0,0,BOS,589141,0,FNT,124943,0,688,431
601,BOSFWA,0,0,0,1,0,0,BOS,589141,0,FWA,205727,0,740,1093
602,BOSGEG,0,0,1,1,0,0,BOS,589141,0,GEG,195629,0,2274,1250
603,BOSGRR,0,0,1,1,0,0,BOS,589141,0,GRR,197800,0,752,3293
604,BOSGSO,0,1,0,1,0,0,BOS,589141,0,GSO,223891,0,645,7652
605,BOSGSP,0,1,0,1,0,0,BOS,589141,0,GSP,56720,0,794,2589
606,BOSHOU,1,1,0,0,1,0,BOS,589141,0,HOU,1953631,0,1613,2352
607,BOSIAD,0,0,1,1,0,0,BOS,589141,0,IAD,572059,0,413,29970
608,BOSICT,1,0,0,0,0,0,BOS,589141,0,ICT,344284,0,1438,1141
609,BOSIND,1,0,1,1,0,0,BOS,589141,0,IND,781870,0,817,9044
610,BOSISP,1,0,0,0,0,0,BOS,589141,0,ISP,17932,0,153,3598
611,BOSJAN,0,1,0,0,0,0,BOS,589141,0,JAN,184256,0,1287,1139
612,BOSJAX,0,1,0,1,1,0,BOS,589141,0,JAX,735617,1,1011,8732
613,BOSJFK,1,1,1,0,0,0,BOS,589141,0,JFK,8008278,0,187,6508
614,BOSLAN,0,0,0,1,0,0,BOS,589141,0,LAN,119128,0,706,1096
615,BOSLAX,1,1,1,1,1,0,BOS,589141,0,LAX,3694820,1,2611,64888
616,BOSLEX,0,1,0,0,0,0,BOS,589141,0,LEX,260512,0,778,1373
617,BOSLGA,0,1,0,1,0,0,BOS,589141,0,LGA,8008278,0,185,132610
618,BOSLIT,1,1,0,1,0,0,BOS,589141,0,LIT,183133,0,1260,1685
619,BOSMBS,0,0,0,1,0,0,BOS,589141,0,MBS,61799,0,730,698
620,BOSMCI,1,1,1,1,1,0,BOS,589141,0,MCI,441545,0,1256,10422
621,BOSMCO,1,1,1,1,1,0,BOS,589141,0,MCO,185951,1,1121,73951
622,BOSMDW,0,0,0,0,1,0,BOS,589141,0,MDW,2896016,0,861,11607
623,BOSMEM,0,1,0,1,1,0,BOS,589141,0,MEM,650100,0,1139,7767
624,BOSMIA,1,1,1,1,1,0,BOS,589141,0,MIA,362470,1,1258,32516
625,BOSMKE,1,1,1,1,1,0,BOS,589141,0,MKE,596974,0,860,12228
626,BOSMLB,0,1,0,0,0,0,BOS,589141,0,MLB,71382,1,1122,1292
627,BOSMOB,0,1,0,0,0,0,BOS,589141,0,MOB,198915,0,1247,1291
628,BOSMSY,1,1,1,1,1,0,BOS,589141,0,MSY,484674,0,1367,13791
629,BOSOAK,1,0,1,0,0,0,BOS,589141,0,OAK,399484,1,2693,2386
630,BOSOKC,1,1,0,1,0,0,BOS,589141,0,OKC,506132,0,1505,2389
631,BOSOMA,1,0,1,1,1,0,BOS,589141,0,OMA,390007,0,1282,2977
632,BOSORD,1,1,1,1,0,0,BOS,589141,0,ORD,2896016,0,867,62518
633,BOSORF,1,0,0,1,0,0,BOS,589141,0,ORF,234403,0,468,6483
634,BOSPBI,1,1,0,1,1,0,BOS,589141,0,PBI,82103,1,1197,31556
635,BOSPDX,1,1,1,1,1,0,BOS,589141,0,PDX,529121,0,2537,8893
636,BOSPHF,0,0,0,0,0,0,BOS,589141,0,PHF,180150,0,480,697
637,BOSPNS,0,1,0,1,0,0,BOS,589141,0,PNS,56255,1,1215,1851
638,BOSRDU,0,0,0,0,1,0,BOS,589141,0,RDU,463128,0,612,22080
639,BOSRIC,1,0,0,1,0,0,BOS,589141,0,RIC,197790,0,474,7842
640,BOSROC,1,0,0,0,0,0,BOS,589141,0,ROC,219773,0,343,8583
641,BOSRSW,1,1,0,1,1,0,BOS,589141,0,RSW,51970,1,1249,30353
642,BOSSAN,1,1,1,1,1,0,BOS,589141,0,SAN,1223400,1,2588,17917
643,BOSSAT,1,1,0,1,0,0,BOS,589141,0,SAT,1144646,0,1764,5194
644,BOSSBA,1,0,0,0,0,0,BOS,589141,0,SBA,92325,1,2669,1498
645,BOSSDF,0,1,0,1,0,0,BOS,589141,0,SDF,256231,0,831,2876
646,BOSSEA,1,1,1,1,1,0,BOS,589141,0,SEA,563374,0,2496,20382
647,BOSSFO,1,1,1,1,1,0,BOS,589141,0,SFO,776733,1,2704,71134
648,BOSSHV,0,1,0,0,0,0,BOS,589141,0,SHV,200145,0,1424,728
649,BOSSJC,1,1,1,1,0,0,BOS,589141,0,SJC,894943,1,2689,19616
650,BOSSLC,1,1,1,1,1,0,BOS,589141,0,SLC,181743,0,2105,12723
651,BOSSMF,1,1,1,1,0,0,BOS,589141,0,SMF,407018,1,2636,4379
652,BOSSNA,1,1,1,1,0,0,BOS,589141,0,SNA,337977,1,2592,6825
653,BOSSRQ,0,1,0,1,0,0,BOS,589141,0,SRQ,52715,1,1225,4037
654,BOSSTL,1,0,1,1,0,0,BOS,589141,0,STL,348189,0,1046,11543
655,BOSTOL,0,0,0,1,0,0,BOS,589141,0,TOL,313619,0,665,1605
656,BOSTPA,1,1,1,1,1,0,BOS,589141,0,TPA,303447,1,1185,42188
657,BOSTRI,0,0,0,0,0,0,BOS,589141,0,TRI,115531,0,736,989
658,BOSTUL,1,1,0,0,0,0,BOS,589141,0,TUL,393049,0,1394,1844
659,BOSTUS,1,1,1,1,0,0,BOS,589141,0,TUS,486699,0,2289,4279
660,BOSTYS,0,1,0,1,0,0,BOS,589141,0,TYS,173890,0,830,3053
661,BTRBWI,0,1,0,1,0,0,BTR,227818,0,BWI,651154,0,1025,1136
662,BTRCAE,0,1,0,0,0,0,BTR,227818,0,CAE,116278,0,640,378
663,BTRCVG,0,1,0,0,0,0,BTR,227818,0,CVG,331285,0,693,376
664,BTRDCA,0,1,0,1,0,0,BTR,227818,0,DCA,572059,0,985,2400
665,BTRDEN,1,1,0,1,0,0,BTR,227818,0,DEN,554636,0,1024,1236
666,BTRDFW,1,1,0,0,0,0,BTR,227818,0,DFW,534694,0,383,5372
667,BTRFLL,0,1,0,0,0,0,BTR,227818,0,FLL,152397,1,1030,513
668,BTRGSO,0,1,0,0,0,0,BTR,227818,0,GSO,223891,0,755,597
669,BTRIAD,0,1,0,0,0,0,BTR,227818,0,IAD,572059,0,969,704
670,BTRJAX,0,1,0,0,0,0,BTR,227818,0,JAX,735617,1,719,572
671,BTRLAX,0,1,0,1,0,0,BTR,227818,0,LAX,3694820,1,1618,1598
672,BTRLGA,0,1,0,0,0,0,BTR,227818,0,LGA,8008278,0,1198,1759
673,BTRMCI,0,1,0,1,0,0,BTR,227818,0,MCI,441545,0,711,865
674,BTRMCO,0,1,0,0,0,0,BTR,227818,0,MCO,185951,1,615,989
675,BTRMEM,0,0,0,1,0,0,BTR,227818,0,MEM,650100,0,319,693
676,BTRMIA,0,1,0,0,0,0,BTR,227818,0,MIA,362470,1,1044,496
677,BTRORD,1,1,0,1,0,0,BTR,227818,0,ORD,2896016,0,810,2025
678,BTRORF,0,0,0,0,0,0,BTR,227818,0,ORF,234403,0,965,500
679,BTRRDU,0,1,0,0,0,0,BTR,227818,0,RDU,463128,0,805,915
680,BTRRIC,0,1,0,0,0,0,BTR,227818,0,RIC,197790,0,930,657
681,BTRSAN,0,0,0,0,0,0,BTR,227818,0,SAN,1223400,1,1554,777
682,BTRSAT,0,1,0,1,0,0,BTR,227818,0,SAT,1144646,0,444,784
683,BTRSEA,0,1,0,0,0,0,BTR,227818,0,SEA,563374,0,2022,829
684,BTRSFO,0,1,0,0,0,0,BTR,227818,0,SFO,776733,1,1847,846
685,BTRSLC,0,1,0,0,0,0,BTR,227818,0,SLC,181743,0,1371,646
686,BTRSTL,0,0,0,0,0,0,BTR,227818,0,STL,348189,0,568,599
687,BTRTPA,0,1,0,0,0,0,BTR,227818,0,TPA,303447,1,552,616
688,BUFBWI,0,0,0,0,0,1,BUF,292648,0,BWI,651154,0,281,31611
689,BUFCHS,0,0,0,0,0,0,BUF,292648,0,CHS,96650,0,696,604
690,BUFCMH,0,0,0,1,0,0,BUF,292648,0,CMH,711470,0,296,631
691,BUFCVG,0,1,0,0,0,0,BUF,292648,0,CVG,331285,0,410,1763
692,BUFDAB,0,1,0,0,0,0,BUF,292648,0,DAB,64112,1,1036,771
693,BUFDAL,0,0,0,0,0,0,BUF,292648,0,DAL,1188580,0,1206,264
694,BUFDCA,0,0,0,1,0,0,BUF,292648,0,DCA,572059,0,296,2498
695,BUFDEN,1,0,1,1,1,0,BUF,292648,0,DEN,554636,0,1359,4733
696,BUFDFW,1,1,1,1,1,0,BUF,292648,0,DFW,534694,0,1212,7649
697,BUFFLL,0,1,0,1,1,1,BUF,292648,0,FLL,152397,1,1166,11164
698,BUFGSO,0,0,0,1,0,0,BUF,292648,0,GSO,223891,0,477,2128
699,BUFHOU,0,1,0,0,1,1,BUF,292648,0,HOU,1953631,0,1296,2321
700,BUFIND,0,0,0,1,0,0,BUF,292648,0,IND,781870,0,451,1686
701,BUFJAX,0,1,0,1,0,1,BUF,292648,0,JAX,735617,1,874,3518
702,BUFJFK,1,0,0,0,1,0,BUF,292648,0,JFK,8008278,0,301,35127
703,BUFLAX,1,1,1,1,1,1,BUF,292648,0,LAX,3694820,1,2217,10639
704,BUFLGA,0,0,0,1,0,0,BUF,292648,0,LGA,8008278,0,292,19592
705,BUFMCI,1,0,1,1,1,0,BUF,292648,0,MCI,441545,0,869,3792
706,BUFMCO,1,1,1,1,1,1,BUF,292648,0,MCO,185951,1,1011,26832
707,BUFMDW,0,0,0,0,1,0,BUF,292648,0,MDW,2896016,0,468,2206
708,BUFMEM,0,0,0,1,0,0,BUF,292648,0,MEM,650100,0,813,1854
709,BUFMIA,1,1,0,1,1,0,BUF,292648,0,MIA,362470,1,1185,3025
710,BUFMKE,0,0,0,1,0,0,BUF,292648,0,MKE,596974,0,465,1056
711,BUFMLB,0,0,0,0,0,0,BUF,292648,0,MLB,71382,1,1134,274
712,BUFMSY,0,1,0,1,1,1,BUF,292648,0,MSY,484674,0,1097,4139
713,BUFOAK,1,0,1,0,0,1,BUF,292648,0,OAK,399484,1,2298,1857
714,BUFORD,1,1,1,1,0,0,BUF,292648,0,ORD,2896016,0,473,12992
715,BUFORF,0,0,0,1,0,0,BUF,292648,0,ORF,234403,0,438,1407
716,BUFPBI,0,1,0,1,1,1,BUF,292648,0,PBI,82103,1,1123,5537
717,BUFPDX,0,0,0,1,0,0,BUF,292648,0,PDX,529121,0,2160,1721
718,BUFPNS,0,0,0,1,0,0,BUF,292648,0,PNS,56255,1,984,423
719,BUFPVD,0,0,0,0,0,0,BUF,292648,0,PVD,173618,0,383,1183
720,BUFRDU,0,0,0,1,1,1,BUF,292648,0,RDU,463128,0,487,6510
721,BUFRIC,0,0,0,1,0,0,BUF,292648,0,RIC,197790,0,382,827
722,BUFRSW,0,1,0,1,1,0,BUF,292648,0,RSW,51970,1,1144,5044
723,BUFSAN,1,1,1,1,0,1,BUF,292648,0,SAN,1223400,1,2196,4830
724,BUFSAT,1,1,0,0,0,1,BUF,292648,0,SAT,1144646,0,1432,2198
725,BUFSDF,0,0,0,1,0,1,BUF,292648,0,SDF,256231,0,493,1298
726,BUFSEA,1,1,0,1,0,0,BUF,292648,0,SEA,563374,0,2133,4164
727,BUFSFO,1,0,1,1,1,0,BUF,292648,0,SFO,776733,1,2309,3289
728,BUFSJC,1,0,1,1,0,0,BUF,292648,0,SJC,894943,1,2302,2529
729,BUFSLC,1,0,0,0,1,0,BUF,292648,0,SLC,181743,0,1721,1652
730,BUFSMF,0,0,1,1,0,1,BUF,292648,0,SMF,407018,1,2252,1835
731,BUFSNA,1,0,0,0,0,0,BUF,292648,0,SNA,337977,1,2199,1607
732,BUFSRQ,0,1,0,1,0,0,BUF,292648,0,SRQ,52715,1,1094,2283
733,BUFSTL,1,0,1,1,0,0,BUF,292648,0,STL,348189,0,674,1854
734,BUFTPA,1,1,1,1,1,1,BUF,292648,0,TPA,303447,1,1054,16591
735,BUFTUS,1,0,0,0,0,0,BUF,292648,0,TUS,486699,0,1910,474
736,BURBWI,0,0,1,1,0,1,BUR,100316,1,BWI,651154,0,2320,2753
737,BURCMH,0,0,0,1,0,0,BUR,100316,1,CMH,711470,0,1987,969
738,BURCOS,0,0,0,1,0,0,BUR,100316,1,COS,360890,0,920,663
739,BURDAL,0,0,0,0,0,0,BUR,100316,1,DAL,1188580,0,1243,342
740,BURDCA,0,0,0,0,0,0,BUR,100316,1,DCA,572059,0,2312,415
741,BURDEN,0,0,1,1,0,0,BUR,100316,1,DEN,554636,0,850,4531
742,BURDFW,1,0,1,1,0,0,BUR,100316,1,DFW,534694,0,1231,5215
743,BURELP,0,0,0,1,0,1,BUR,100316,1,ELP,563662,0,714,1729
744,BURGEG,0,0,0,0,1,1,BUR,100316,1,GEG,195629,0,927,2765
745,BURHOU,0,0,0,0,0,1,BUR,100316,1,HOU,1953631,0,1389,2011
746,BURIND,1,0,1,0,0,0,BUR,100316,1,IND,781870,0,1805,1136
747,BURLIT,1,0,0,0,0,0,BUR,100316,1,LIT,183133,0,1488,451
748,BURMCI,0,0,1,1,0,1,BUR,100316,1,MCI,441545,0,1354,1671
749,BURMCO,0,0,0,0,0,0,BUR,100316,1,MCO,185951,1,2214,881
750,BURMDW,0,0,0,0,0,1,BUR,100316,1,MDW,2896016,0,1740,964
751,BURMSY,0,0,0,0,0,1,BUR,100316,1,MSY,484674,0,1668,1023
752,BUROAK,0,0,0,0,0,1,BUR,100316,1,OAK,399484,1,325,86595
753,BUROKC,0,0,1,0,0,1,BUR,100316,1,OKC,506132,0,1181,1250
754,BUROMA,0,0,0,1,0,1,BUR,100316,1,OMA,390007,0,1322,1002
755,BURORD,1,0,1,1,0,0,BUR,100316,1,ORD,2896016,0,1738,2257
756,BURPDX,0,0,1,0,1,1,BUR,100316,1,PDX,529121,0,817,16813
757,BURRDU,1,0,0,0,0,0,BUR,100316,1,RDU,463128,0,2232,643
758,BURSAT,0,0,0,1,0,1,BUR,100316,1,SAT,1144646,0,1210,1805
759,BURSDF,0,0,0,0,0,0,BUR,100316,1,SDF,256231,0,1838,424
760,BURSEA,0,0,1,0,1,1,BUR,100316,1,SEA,563374,0,937,25423
761,BURSFO,0,0,1,0,0,0,BUR,100316,1,SFO,776733,1,326,31301
762,BURSJC,0,0,0,0,0,1,BUR,100316,1,SJC,894943,1,296,43612
763,BURSLC,0,0,1,0,0,1,BUR,100316,1,SLC,181743,0,574,3947
764,BURSMF,0,0,0,0,0,1,BUR,100316,1,SMF,407018,1,358,59463
765,BURSTL,1,0,1,1,0,1,BUR,100316,1,STL,348189,0,1584,1872
766,BURTPA,0,0,0,0,0,0,BUR,100316,1,TPA,303447,1,2155,723
767,BURTUL,1,0,0,0,0,1,BUR,100316,1,TUL,393049,0,1276,1041
768,BURTUS,0,0,0,1,0,1,BUR,100316,1,TUS,486699,0,453,1685
769,BWICAE,0,1,0,1,0,0,BWI,651154,0,CAE,116278,0,437,2691
770,BWICHA,0,0,0,0,0,0,BWI,651154,0,CHA,155554,0,602,681
771,BWICHS,0,1,0,1,0,0,BWI,651154,0,CHS,96650,0,472,3579
772,BWICMH,0,0,0,1,0,1,BWI,651154,0,CMH,711470,0,336,16057
773,BWICOS,1,1,1,0,0,0,BWI,651154,0,COS,360890,0,1504,3210
774,BWICRP,0,0,0,1,0,1,BWI,651154,0,CRP,277454,0,1432,1525
775,BWICVG,0,1,0,0,0,0,BWI,651154,0,CVG,331285,0,430,5636
776,BWIDAB,0,1,0,0,0,0,BWI,651154,0,DAB,64112,1,942,991
777,BWIDAL,0,0,0,1,0,1,BWI,651154,0,DAL,1188580,0,1208,1839
778,BWIDAY,0,0,0,1,0,0,BWI,651154,0,DAY,166179,0,406,1870
779,BWIDEN,1,1,1,1,1,0,BWI,651154,0,DEN,554636,0,1491,25218
780,BWIDFW,1,1,1,1,0,0,BWI,651154,0,DFW,534694,0,1217,19482
781,BWIDSM,1,0,1,0,0,0,BWI,651154,0,DSM,198682,0,917,1690
782,BWIELP,1,0,0,1,0,1,BWI,651154,0,ELP,563662,0,1741,5352
783,BWIFLL,0,1,0,1,0,1,BWI,651154,0,FLL,152397,1,925,41067
784,BWIFNT,0,0,0,1,0,0,BWI,651154,0,FNT,124943,0,459,393
785,BWIGEG,0,1,1,1,0,1,BWI,651154,0,GEG,195629,0,2111,3819
786,BWIGRR,0,0,0,1,0,0,BWI,651154,0,GRR,197800,0,528,1697
787,BWIGSO,0,0,0,0,0,0,BWI,651154,0,GSO,223891,0,278,4339
788,BWIGSP,0,1,0,1,0,0,BWI,651154,0,GSP,56720,0,426,1630
789,BWIHOU,0,1,0,0,0,1,BWI,651154,0,HOU,1953631,0,1246,16209
790,BWIICT,1,0,1,0,0,0,BWI,651154,0,ICT,344284,0,1129,1074
791,BWIIND,0,0,1,1,0,1,BWI,651154,0,IND,781870,0,515,17604
792,BWIISP,0,0,0,0,0,1,BWI,651154,0,ISP,17932,0,220,22132
793,BWIJAN,0,1,0,0,0,1,BWI,651154,0,JAN,184256,0,888,6867
794,BWIJAX,0,1,0,1,0,1,BWI,651154,0,JAX,735617,1,663,21938
795,BWIJFK,1,0,0,0,0,0,BWI,651154,0,JFK,8008278,0,184,2279
796,BWILAN,0,0,0,1,0,0,BWI,651154,0,LAN,119128,0,482,780
797,BWILAX,1,1,1,1,1,1,BWI,651154,0,LAX,3694820,1,2329,55293
798,BWILEX,0,1,0,1,0,0,BWI,651154,0,LEX,260512,0,499,1514
799,BWILGA,0,0,0,0,0,0,BWI,651154,0,LGA,8008278,0,185,4986
800,BWILIT,1,1,0,1,0,1,BWI,651154,0,LIT,183133,0,912,6246
801,BWIMBS,0,0,0,1,0,0,BWI,651154,0,MBS,61799,0,498,473
802,BWIMCI,1,1,1,1,0,1,BWI,651154,0,MCI,441545,0,966,19636
803,BWIMCO,0,1,0,1,0,1,BWI,651154,0,MCO,185951,1,787,59381
804,BWIMDW,0,0,0,1,0,1,BWI,651154,0,MDW,2896016,0,611,46156
805,BWIMEM,0,1,0,1,0,0,BWI,651154,0,MEM,650100,0,787,2769
806,BWIMFE,0,0,0,1,0,0,BWI,651154,0,MFE,106414,0,1551,761
807,BWIMIA,1,1,0,1,0,0,BWI,651154,0,MIA,362470,1,945,14536
808,BWIMKE,0,0,1,1,0,0,BWI,651154,0,MKE,596974,0,641,2389
809,BWIMLB,0,1,0,0,0,0,BWI,651154,0,MLB,71382,1,796,1129
810,BWIMOB,0,1,0,0,0,0,BWI,651154,0,MOB,198915,0,878,800
